      0.0000000000      0.0000000000      0.0079596012
      0.0627753843      0.0001474346      0.0907429273
      0.1262205059      0.0001621966      0.1004090036
      0.1895806888      0.0004863349      0.0290503363
      0.2555537541      0.0005209487      0.1492498595
      0.3188961980      0.1121436326      0.0859006762
      0.3798609297      0.3002702973      0.2095138835
      0.4402774523      0.4485282617      0.1312659823
      0.5002267578      0.5030315485      0.1075201247
      0.5607607103      0.4467555640      0.0894797081
      0.6212998550      0.2971763409      0.0459943102
      0.6850018091      0.1018487461      0.1241294202
      0.7448598687      0.0002644798      0.0702332105
      0.8099147798      0.0008164153      0.0252331906
      0.8735802370      0.0001299369      0.1556770469
      0.9368110990      0.0004228341      0.1392914145
      1.0000000000      0.0000055035      0.0077921490
